HomeTeam,AwayTeam,FTHG,FTAG,FTR
Sheffield United,Aston Villa,1,0,H
Crystal Palace,Man United,0,0,D
Fulham,Tottenham,0,1,A
West Brom,Everton,0,1,A
Liverpool,Chelsea,0,1,A
Burnley,Arsenal,1,1,D
Sheffield United,Southampton,0,2,A
Aston Villa,Wolves,0,0,D
Brighton,Leicester,1,2,A
West Brom,Newcastle,0,0,D
Liverpool,Fulham,0,1,A
Man City,Man United,0,2,A
Tottenham,Crystal Palace,4,1,H
Chelsea,Everton,2,0,H
West Ham,Leeds,2,0,H
Man City,Southampton,5,2,H
Newcastle,Aston Villa,1,1,D
Leeds,Chelsea,0,0,D
Crystal Palace,West Brom,1,0,H
Everton,Burnley,1,2,A
Fulham,Man City,0,3,A
Southampton,Brighton,1,2,A
Leicester,Sheffield United,5,0,H
Arsenal,Tottenham,2,1,H
Man United,West Ham,1,0,H
Wolves,Liverpool,0,1,A
Fulham,Leeds,1,2,A
Brighton,Newcastle,3,0,H
West Ham,Arsenal,3,3,D
Aston Villa,Tottenham,0,2,A
Chelsea,West Brom,2,5,A
Leeds,Sheffield United,2,1,H
Leicester,Man City,0,2,A
Arsenal,Liverpool,0,3,A
Southampton,Burnley,3,2,H
Newcastle,Tottenham,2,2,D
Aston Villa,Fulham,3,1,H
Man United,Brighton,2,1,H
Everton,Crystal Palace,1,1,D
Wolves,West Ham,2,3,A
Fulham,Wolves,0,1,A
Man City,Leeds,1,2,A
Liverpool,Aston Villa,2,1,H
Crystal Palace,Chelsea,1,4,A
Burnley,Newcastle,1,2,A
West Ham,Leicester,3,2,H
Tottenham,Man United,1,3,A
Sheffield United,Arsenal,0,3,A
West Brom,Southampton,3,0,H
Brighton,Everton,0,0,D
Everton,Tottenham,2,2,D
Newcastle,West Ham,3,2,H
Wolves,Sheffield United,1,0,H
Arsenal,Fulham,1,1,D
Man United,Burnley,3,1,H
Leeds,Liverpool,1,1,D
Chelsea,Brighton,0,0,D
Tottenham,Southampton,2,1,H
Aston Villa,Man City,1,2,A
Leicester,West Brom,3,0,H
Arsenal,Everton,0,1,A
Liverpool,Newcastle,1,1,D
West Ham,Chelsea,0,1,A
Sheffield United,Brighton,1,0,H
Wolves,Burnley,0,4,A
Leeds,Man United,0,0,D
Aston Villa,West Brom,2,2,D
Leicester,Crystal Palace,2,1,H
Southampton,Leicester,1,1,D
Crystal Palace,Man City,0,2,A
Brighton,Leeds,2,0,H
Chelsea,Fulham,2,0,H
Everton,Aston Villa,1,2,A
Newcastle,Arsenal,0,2,A
Tottenham,Sheffield United,4,0,H
West Brom,Wolves,1,1,D
Burnley,West Ham,1,2,A
Leicester,Newcastle,2,4,A
Leeds,Tottenham,3,1,H
Sheffield United,Crystal Palace,0,2,A
Man City,Chelsea,1,2,A
Liverpool,Southampton,2,0,H
Wolves,Brighton,2,1,H
Aston Villa,Man United,1,3,A
West Ham,Everton,0,1,A
Arsenal,West Brom,3,1,H
Fulham,Burnley,0,2,A
Man United,Leicester,1,2,A
Southampton,Crystal Palace,3,1,H
Chelsea,Arsenal,0,1,A
Aston Villa,Everton,0,0,D
Man United,Liverpool,2,4,A
Newcastle,Man City,3,4,A
Burnley,Leeds,0,4,A
Southampton,Fulham,3,1,H
Brighton,West Ham,1,1,D
Crystal Palace,Aston Villa,3,2,H
Tottenham,Wolves,2,0,H
West Brom,Liverpool,1,2,A
Everton,Sheffield United,0,1,A
Man United,Fulham,1,1,D
Southampton,Leeds,0,2,A
Brighton,Man City,3,2,H
Chelsea,Leicester,2,1,H
Everton,Wolves,1,0,H
Newcastle,Sheffield United,1,0,H
Tottenham,Aston Villa,1,2,A
Crystal Palace,Arsenal,1,3,A
Burnley,Liverpool,0,3,A
West Brom,West Ham,1,3,A
Arsenal,Brighton,2,0,H
Aston Villa,Chelsea,2,1,H
Fulham,Newcastle,0,2,A
Leeds,West Brom,3,1,H
Leicester,Tottenham,2,4,A
Liverpool,Crystal Palace,2,0,H
Man City,Everton,5,0,H
Sheffield United,Burnley,1,0,H
West Ham,Southampton,3,0,H
Wolves,Man United,1,2,A
