HomeTeam,AwayTeam,FTHG,FTAG,FTR,TotalHomeMatches,TotalAwayMatches,TotalHomeGoals,TotalAwayGoals,TotalHomeConceded,TotalAwayConceded,TotalHomePoints,TotalAwayPoints,AverageHomeGoalsScored,AverageAwayGoalsScored,AverageHomeGoalsConceded,AverageAwayGoalsConceded,AverageHomePoints,AverageAwayPoints,AverageHomeGoalsScoredLast6,AverageAwayGoalsScoredLast6,AverageHomeGoalsConcededLast6,AverageAwayGoalsConcededLast6,AverageHomePointsLast6,AverageAwayPointsLast6,HistoricalAvgHomePoints,HistoricalAvgAwayPoints,IsItEliteHome,IsItEliteAway
Bournemouth,Watford,0,3,A,21,21,20,17,32,34,20,19,0.9523809523809523,0.8095238095238095,1.5238095238095237,1.619047619047619,0.9523809523809523,0.9047619047619048,0.3333333333333333,1.3333333333333333,1.8333333333333333,0.6666666666666666,0.6666666666666666,1.8333333333333333,44.25,38.0,0,0
Aston Villa,Man City,1,6,A,21,21,27,56,37,24,21,44,1.2857142857142858,2.6666666666666665,1.7619047619047619,1.1428571428571428,1.0,2.0952380952380953,0.8333333333333334,2.1666666666666665,2.1666666666666665,1.1666666666666667,1.0,2.0,49.63636363636363,63.35,0,1
Watford,Tottenham,0,0,D,22,22,20,36,34,31,22,30,0.9090909090909091,1.6363636363636365,1.5454545454545454,1.4090909090909092,1.0,1.3636363636363635,1.8333333333333333,1.0,0.6666666666666666,1.3333333333333333,2.1666666666666665,1.1666666666666667,38.0,59.64,0,1
Arsenal,Sheffield United,1,1,D,22,22,29,24,31,21,28,32,1.3181818181818181,1.0909090909090908,1.4090909090909092,0.9545454545454546,1.2727272727272727,1.4545454545454546,0.8333333333333334,0.8333333333333334,1.1666666666666667,0.8333333333333334,1.0,1.6666666666666667,73.12,38.0,1,0
Brighton,Aston Villa,1,1,D,22,22,25,28,30,43,24,21,1.1363636363636365,1.2727272727272727,1.3636363636363635,1.9545454545454546,1.0909090909090908,0.9545454545454546,0.8333333333333334,0.8333333333333334,1.0,2.5,0.8333333333333334,1.0,38.0,49.63636363636363,0,0
Man City,Crystal Palace,2,2,D,22,22,62,20,25,24,47,29,2.8181818181818183,0.9090909090909091,1.1363636363636365,1.0909090909090908,2.1363636363636362,1.3181818181818181,3.0,1.0,1.0,1.0,2.5,1.1666666666666667,63.35,42.22222222222222,1,0
Norwich,Bournemouth,1,0,H,22,22,22,20,45,35,14,20,1.0,0.9090909090909091,2.0454545454545454,1.5909090909090908,0.6363636363636364,0.9090909090909091,0.8333333333333334,0.3333333333333333,1.8333333333333333,1.8333333333333333,0.5,0.6666666666666666,39.0,44.25,0,0
Southampton,Wolves,2,3,A,22,22,27,31,39,28,28,31,1.2272727272727273,1.4090909090909092,1.7727272727272727,1.2727272727272727,1.2727272727272727,1.4090909090909092,1.5,1.3333333333333333,0.6666666666666666,1.5,2.1666666666666665,1.1666666666666667,46.388888888888886,38.6,0,0
West Ham,Everton,1,1,D,21,22,25,25,33,32,22,28,1.1904761904761905,1.1363636363636365,1.5714285714285714,1.4545454545454546,1.0476190476190477,1.2727272727272727,1.3333333333333333,1.0,1.3333333333333333,0.6666666666666666,1.0,1.8333333333333333,47.54545454545455,53.2,0,0
Newcastle,Chelsea,1,0,H,22,22,21,39,34,29,26,39,0.9545454545454546,1.7727272727272727,1.5454545454545454,1.3181818181818181,1.1818181818181819,1.7727272727272727,0.6666666666666666,1.3333333333333333,1.8333333333333333,0.8333333333333334,0.6666666666666666,1.6666666666666667,51.95652173913044,72.96,0,1
Burnley,Leicester,2,1,H,22,22,24,47,37,21,24,45,1.0909090909090908,2.1363636363636362,1.6818181818181819,0.9545454545454546,1.0909090909090908,2.0454545454545454,0.5,1.3333333333333333,1.3333333333333333,1.8333333333333333,1.0,1.1666666666666667,39.4,46.69230769230769,0,0
Liverpool,Man United,2,0,H,21,22,50,36,14,25,61,34,2.380952380952381,1.6363636363636365,0.6666666666666666,1.1363636363636365,2.9047619047619047,1.5454545454545454,2.1666666666666665,1.8333333333333333,0.0,1.0,3.0,1.6666666666666667,69.2,79.68,1,1
Aston Villa,Watford,2,1,H,23,23,29,20,44,34,22,23,1.2608695652173914,0.8695652173913043,1.9130434782608696,1.4782608695652173,0.9565217391304348,1.0,1.0,1.8333333333333333,2.3333333333333335,0.3333333333333333,1.1666666666666667,2.3333333333333335,49.63636363636363,38.0,0,0
Bournemouth,Brighton,3,1,H,23,23,20,26,36,31,20,25,0.8695652173913043,1.1304347826086956,1.565217391304348,1.3478260869565217,0.8695652173913043,1.0869565217391304,0.16666666666666666,0.8333333333333334,2.0,1.0,0.16666666666666666,0.8333333333333334,44.25,38.0,0,0
Crystal Palace,Southampton,0,2,A,23,23,22,29,26,42,30,28,0.9565217391304348,1.2608695652173914,1.1304347826086956,1.826086956521739,1.3043478260869565,1.2173913043478262,1.1666666666666667,1.8333333333333333,1.1666666666666667,1.0,1.1666666666666667,2.1666666666666665,42.22222222222222,46.388888888888886,0,0
Everton,Newcastle,2,2,D,23,23,26,22,33,34,29,29,1.1304347826086956,0.9565217391304348,1.434782608695652,1.4782608695652173,1.2608695652173914,1.2608695652173914,1.0,0.8333333333333334,0.6666666666666666,1.6666666666666667,1.8333333333333333,1.1666666666666667,53.2,51.95652173913044,0,0
Sheffield United,Man City,0,1,A,23,23,25,64,22,27,33,48,1.0869565217391304,2.782608695652174,0.9565217391304348,1.173913043478261,1.434782608695652,2.0869565217391304,0.6666666666666666,2.8333333333333335,1.0,1.3333333333333333,1.3333333333333333,2.1666666666666665,38.0,63.35,0,1
Chelsea,Arsenal,2,2,D,23,23,39,30,30,32,39,29,1.6956521739130435,1.3043478260869565,1.3043478260869565,1.391304347826087,1.6956521739130435,1.2608695652173914,1.3333333333333333,1.0,0.8333333333333334,0.8333333333333334,1.6666666666666667,1.1666666666666667,72.96,73.12,1,1
Leicester,West Ham,4,1,H,23,22,48,26,23,34,45,23,2.0869565217391304,1.1818181818181819,1.0,1.5454545454545454,1.9565217391304348,1.0454545454545454,1.3333333333333333,1.3333333333333333,2.0,1.0,1.0,1.1666666666666667,46.69230769230769,47.54545454545455,0,0
Tottenham,Norwich,2,1,H,23,23,36,23,31,45,31,17,1.565217391304348,1.0,1.3478260869565217,1.9565217391304348,1.3478260869565217,0.7391304347826086,0.6666666666666666,0.8333333333333334,1.1666666666666667,1.6666666666666667,0.8333333333333334,0.8333333333333334,59.64,39.0,1,0
Man United,Burnley,0,2,A,23,23,36,26,27,38,34,27,1.565217391304348,1.1304347826086956,1.173913043478261,1.6521739130434783,1.4782608695652173,1.173913043478261,1.6666666666666667,0.6666666666666666,1.1666666666666667,1.5,1.5,1.0,79.68,39.4,1,0
Wolves,Liverpool,1,2,A,23,22,34,52,30,14,34,64,1.4782608695652173,2.3636363636363638,1.3043478260869565,0.6363636363636364,1.4782608695652173,2.909090909090909,1.6666666666666667,2.0,1.5,0.0,1.6666666666666667,3.0,38.6,69.2,0,1
West Ham,Liverpool,0,2,A,23,23,27,54,38,15,23,67,1.173913043478261,2.347826086956522,1.6521739130434783,0.6521739130434783,1.0,2.9130434782608696,1.3333333333333333,2.0,1.6666666666666667,0.16666666666666666,0.6666666666666666,3.0,47.54545454545455,69.2,0,1
Leicester,Chelsea,2,2,D,24,24,52,41,24,32,48,40,2.1666666666666665,1.7083333333333333,1.0,1.3333333333333333,2.0,1.6666666666666667,1.8333333333333333,1.3333333333333333,1.6666666666666667,1.1666666666666667,1.5,1.3333333333333333,46.69230769230769,72.96,0,1
Bournemouth,Aston Villa,2,1,H,24,24,23,31,37,45,23,25,0.9583333333333334,1.2916666666666667,1.5416666666666667,1.875,0.9583333333333334,1.0416666666666667,0.6666666666666666,1.1666666666666667,2.0,2.0,0.6666666666666666,1.6666666666666667,44.25,49.63636363636363,0,0
Crystal Palace,Sheffield United,0,1,A,24,24,22,25,28,23,30,33,0.9166666666666666,1.0416666666666667,1.1666666666666667,0.9583333333333334,1.25,1.375,1.1666666666666667,0.5,1.3333333333333333,1.1666666666666667,1.1666666666666667,0.8333333333333334,42.22222222222222,38.0,0,0
Liverpool,Southampton,4,0,H,24,24,56,31,15,42,70,31,2.3333333333333335,1.2916666666666667,0.625,1.75,2.9166666666666665,1.2916666666666667,1.6666666666666667,1.6666666666666667,0.16666666666666666,0.8333333333333334,3.0,2.1666666666666665,69.2,46.388888888888886,1,0
Newcastle,Norwich,0,0,D,24,24,24,24,36,47,30,17,1.0,1.0,1.5,1.9583333333333333,1.25,0.7083333333333334,1.0,0.8333333333333334,2.0,1.6666666666666667,0.8333333333333334,0.8333333333333334,51.95652173913044,39.0,0,0
Watford,Everton,2,3,A,24,24,21,28,36,35,23,30,0.875,1.1666666666666667,1.5,1.4583333333333333,0.9583333333333334,1.25,1.6666666666666667,1.3333333333333333,0.6666666666666666,1.0,1.8333333333333333,1.8333333333333333,38.0,53.2,0,0
West Ham,Brighton,3,3,D,24,24,27,27,40,34,23,25,1.125,1.125,1.6666666666666667,1.4166666666666667,0.9583333333333334,1.0416666666666667,1.1666666666666667,1.0,1.6666666666666667,1.3333333333333333,0.6666666666666666,0.8333333333333334,47.54545454545455,38.0,0,0
Man United,Wolves,0,0,D,24,24,36,35,29,32,34,34,1.5,1.4583333333333333,1.2083333333333333,1.3333333333333333,1.4166666666666667,1.4166666666666667,1.6666666666666667,1.5,1.1666666666666667,1.6666666666666667,1.5,1.1666666666666667,79.68,38.6,1,0
Burnley,Arsenal,0,0,D,24,24,28,32,38,34,30,30,1.1666666666666667,1.3333333333333333,1.5833333333333333,1.4166666666666667,1.25,1.25,0.8333333333333334,1.3333333333333333,1.5,1.1666666666666667,1.0,1.1666666666666667,39.4,73.12,0,1
Tottenham,Man City,2,0,H,24,24,38,65,32,27,34,51,1.5833333333333333,2.7083333333333335,1.3333333333333333,1.125,1.4166666666666667,2.125,1.0,2.5,1.0,1.1666666666666667,1.3333333333333333,2.1666666666666665,59.64,63.35,1,1
Everton,Crystal Palace,3,1,H,25,25,31,22,37,29,33,30,1.24,0.88,1.48,1.16,1.32,1.2,1.6666666666666667,0.8333333333333334,1.3333333333333333,1.3333333333333333,1.8333333333333333,0.6666666666666666,53.2,42.22222222222222,0,0
Brighton,Watford,1,1,D,25,25,30,23,37,39,26,23,1.2,0.92,1.48,1.56,1.04,0.92,1.3333333333333333,1.8333333333333333,1.5,1.0,1.0,1.6666666666666667,38.0,38.0,0,0
Sheffield United,Bournemouth,2,1,H,25,25,26,25,23,38,36,26,1.04,1.0,0.92,1.52,1.44,1.04,0.5,0.8333333333333334,1.0,2.0,1.1666666666666667,1.0,38.0,44.25,0,0
Wolves,Leicester,0,0,D,25,25,35,54,32,26,35,49,1.4,2.16,1.28,1.04,1.4,1.96,1.0,2.1666666666666665,1.3333333333333333,1.3333333333333333,0.8333333333333334,1.6666666666666667,38.6,46.69230769230769,0,0
Southampton,Burnley,1,2,A,25,25,31,28,46,38,31,31,1.24,1.12,1.84,1.52,1.24,1.24,1.3333333333333333,0.8333333333333334,1.5,1.3333333333333333,1.6666666666666667,1.1666666666666667,46.388888888888886,39.4,0,0
Norwich,Liverpool,0,1,A,25,25,24,60,47,15,18,73,0.96,2.4,1.88,0.6,0.72,2.92,0.8333333333333334,2.1666666666666665,1.5,0.16666666666666666,1.0,3.0,39.0,69.2,0,1
Aston Villa,Tottenham,2,3,A,25,25,32,40,47,32,25,37,1.28,1.6,1.88,1.28,1.0,1.48,1.1666666666666667,1.0,2.3333333333333335,0.8333333333333334,1.1666666666666667,1.3333333333333333,49.63636363636363,59.64,0,1
Arsenal,Newcastle,4,0,H,25,25,32,24,34,36,31,31,1.28,0.96,1.36,1.44,1.24,1.24,1.1666666666666667,0.8333333333333334,1.0,1.3333333333333333,1.1666666666666667,1.0,73.12,51.95652173913044,1,0
Chelsea,Man United,0,2,A,25,25,43,36,34,29,41,35,1.72,1.44,1.36,1.16,1.64,1.4,1.6666666666666667,1.0,1.1666666666666667,1.0,1.5,1.1666666666666667,72.96,79.68,1,1
Man City,West Ham,2,0,H,25,25,65,30,29,43,51,24,2.6,1.2,1.16,1.72,2.04,0.96,2.1666666666666665,1.5,1.0,1.8333333333333333,2.1666666666666665,0.8333333333333334,63.35,47.54545454545455,1,0
Chelsea,Tottenham,2,1,H,26,26,43,43,36,34,41,40,1.6538461538461537,1.6538461538461537,1.3846153846153846,1.3076923076923077,1.5769230769230769,1.5384615384615385,1.3333333333333333,1.1666666666666667,1.3333333333333333,0.8333333333333334,1.0,1.6666666666666667,72.96,59.64,1,1
Burnley,Bournemouth,3,0,H,26,26,30,26,39,40,34,26,1.1538461538461537,1.0,1.5,1.5384615384615385,1.3076923076923077,1.0,1.1666666666666667,1.0,1.1666666666666667,2.0,1.6666666666666667,1.0,39.4,44.25,0,0
Crystal Palace,Newcastle,1,0,H,26,26,23,24,32,40,30,31,0.8846153846153846,0.9230769230769231,1.2307692307692308,1.5384615384615385,1.1538461538461537,1.1923076923076923,0.8333333333333334,0.6666666666666666,1.6666666666666667,1.6666666666666667,0.5,1.0,42.22222222222222,51.95652173913044,0,0
Sheffield United,Brighton,1,1,D,26,26,28,31,24,38,39,27,1.0769230769230769,1.1923076923076923,0.9230769230769231,1.4615384615384615,1.5,1.0384615384615385,0.8333333333333334,1.1666666666666667,0.8333333333333334,1.6666666666666667,1.6666666666666667,0.6666666666666666,38.0,38.0,0,0
Southampton,Aston Villa,2,0,H,26,26,32,34,48,50,31,25,1.2307692307692308,1.3076923076923077,1.8461538461538463,1.9230769230769231,1.1923076923076923,0.9615384615384616,1.3333333333333333,1.5,1.6666666666666667,2.3333333333333335,1.5,1.1666666666666667,46.388888888888886,49.63636363636363,0,0
Leicester,Man City,0,1,A,26,26,54,67,26,29,50,54,2.076923076923077,2.576923076923077,1.0,1.1153846153846154,1.9230769230769231,2.076923076923077,1.8333333333333333,2.1666666666666665,1.1666666666666667,1.0,1.3333333333333333,2.1666666666666665,46.69230769230769,63.35,0,1
Man United,Watford,3,0,H,26,26,38,24,29,40,38,24,1.4615384615384615,0.9230769230769231,1.1153846153846154,1.5384615384615385,1.4615384615384615,0.9230769230769231,1.0,1.5,1.0,1.1666666666666667,1.1666666666666667,1.3333333333333333,79.68,38.0,1,0
Wolves,Norwich,3,0,H,26,26,35,24,32,48,36,18,1.3461538461538463,0.9230769230769231,1.2307692307692308,1.8461538461538463,1.3846153846153846,0.6923076923076923,1.0,0.5,1.1666666666666667,1.3333333333333333,1.0,0.8333333333333334,38.6,39.0,0,0
Arsenal,Everton,3,2,H,26,26,36,34,34,38,34,36,1.3846153846153846,1.3076923076923077,1.3076923076923077,1.4615384615384615,1.3076923076923077,1.3846153846153846,1.6666666666666667,1.8333333333333333,0.6666666666666666,1.3333333333333333,1.6666666666666667,1.8333333333333333,73.12,53.2,1,0
Liverpool,West Ham,3,2,H,26,26,61,30,15,45,76,24,2.3461538461538463,1.1538461538461537,0.5769230769230769,1.7307692307692308,2.923076923076923,0.9230769230769231,2.0,0.8333333333333334,0.16666666666666666,2.1666666666666665,3.0,0.3333333333333333,69.2,47.54545454545455,1,0
Norwich,Leicester,1,0,H,27,27,24,54,51,27,18,50,0.8888888888888888,2.0,1.8888888888888888,1.0,0.6666666666666666,1.8518518518518519,0.3333333333333333,1.3333333333333333,1.6666666666666667,1.3333333333333333,0.6666666666666666,0.8333333333333334,39.0,46.69230769230769,0,0
Brighton,Crystal Palace,0,1,A,27,27,32,24,39,32,28,33,1.1851851851851851,0.8888888888888888,1.4444444444444444,1.1851851851851851,1.037037037037037,1.2222222222222223,1.1666666666666667,0.8333333333333334,1.6666666666666667,1.5,0.6666666666666666,0.8333333333333334,38.0,42.22222222222222,0,0
Bournemouth,Chelsea,2,2,D,27,27,26,45,43,37,26,44,0.9629629629629629,1.6666666666666667,1.5925925925925926,1.3703703703703705,0.9629629629629629,1.6296296296296295,1.0,1.5,1.8333333333333333,1.3333333333333333,1.0,1.3333333333333333,44.25,72.96,0,1
Newcastle,Burnley,0,0,D,27,27,24,33,41,39,31,37,0.8888888888888888,1.2222222222222223,1.5185185185185186,1.4444444444444444,1.1481481481481481,1.3703703703703705,0.6666666666666666,1.5,1.3333333333333333,0.8333333333333334,1.0,2.1666666666666665,51.95652173913044,39.4,0,0
West Ham,Southampton,3,1,H,27,27,32,34,48,48,24,34,1.1851851851851851,1.2592592592592593,1.7777777777777777,1.7777777777777777,0.8888888888888888,1.2592592592592593,1.1666666666666667,1.5,2.5,1.6666666666666667,0.3333333333333333,1.5,47.54545454545455,46.388888888888886,0,0
Watford,Liverpool,3,0,H,27,27,24,64,43,17,24,79,0.8888888888888888,2.3703703703703702,1.5925925925925926,0.6296296296296297,0.8888888888888888,2.925925925925926,1.1666666666666667,2.3333333333333335,1.5,0.5,0.8333333333333334,3.0,38.0,69.2,0,1
Everton,Man United,1,1,D,27,27,36,41,41,29,36,41,1.3333333333333333,1.5185185185185186,1.5185185185185186,1.0740740740740742,1.3333333333333333,1.5185185185185186,2.0,1.5,1.5,0.6666666666666666,1.8333333333333333,1.6666666666666667,53.2,79.68,0,1
Tottenham,Wolves,2,3,A,27,27,44,38,36,32,40,39,1.6296296296296295,1.4074074074074074,1.3333333333333333,1.1851851851851851,1.4814814814814814,1.4444444444444444,1.3333333333333333,1.3333333333333333,1.0,0.8333333333333334,1.6666666666666667,1.5,59.64,38.6,1,0
Liverpool,Bournemouth,2,1,H,28,28,64,28,20,45,79,27,2.2857142857142856,1.0,0.7142857142857143,1.6071428571428572,2.8214285714285716,0.9642857142857143,2.0,1.3333333333333333,1.0,1.6666666666666667,2.5,1.1666666666666667,69.2,44.25,1,0
Arsenal,West Ham,1,0,H,27,28,39,35,36,49,37,27,1.4444444444444444,1.25,1.3333333333333333,1.75,1.3703703703703705,0.9642857142857143,1.8333333333333333,1.5,1.0,2.5,1.6666666666666667,0.6666666666666666,73.12,47.54545454545455,1,0
Crystal Palace,Watford,1,0,H,28,28,25,27,32,43,36,27,0.8928571428571429,0.9642857142857143,1.1428571428571428,1.5357142857142858,1.2857142857142858,0.9642857142857143,0.8333333333333334,1.1666666666666667,1.3333333333333333,1.5,1.1666666666666667,0.8333333333333334,42.22222222222222,38.0,0,0
Sheffield United,Norwich,1,0,H,27,28,29,25,25,51,40,21,1.0740740740740742,0.8928571428571429,0.9259259259259259,1.8214285714285714,1.4814814814814814,0.75,1.0,0.5,0.6666666666666666,1.0,1.8333333333333333,1.1666666666666667,38.0,39.0,0,0
Southampton,Newcastle,0,1,A,28,28,35,24,51,41,34,32,1.25,0.8571428571428571,1.8214285714285714,1.4642857142857142,1.2142857142857142,1.1428571428571428,1.3333333333333333,0.5,2.0,1.1666666666666667,1.0,1.0,46.388888888888886,51.95652173913044,0,0
Wolves,Brighton,0,0,D,28,28,41,32,34,40,42,28,1.4642857142857142,1.1428571428571428,1.2142857142857142,1.4285714285714286,1.5,1.0,1.6666666666666667,1.1666666666666667,1.0,1.6666666666666667,1.8333333333333333,0.6666666666666666,38.6,38.0,0,0
Burnley,Tottenham,1,1,D,28,28,33,46,39,39,38,40,1.1785714285714286,1.6428571428571428,1.3928571428571428,1.3928571428571428,1.3571428571428572,1.4285714285714286,1.5,1.6666666666666667,0.3333333333333333,1.3333333333333333,2.3333333333333335,1.6666666666666667,39.4,59.64,0,1
Chelsea,Everton,4,0,H,28,28,47,37,39,42,45,37,1.6785714285714286,1.3214285714285714,1.3928571428571428,1.5,1.6071428571428572,1.3214285714285714,1.3333333333333333,2.0,1.6666666666666667,1.6666666666666667,1.0,1.5,72.96,53.2,1,0
Man United,Man City,2,0,H,28,27,42,68,30,29,42,57,1.5,2.5185185185185186,1.0714285714285714,1.0740740740740742,1.5,2.111111111111111,1.0,2.0,0.8333333333333334,0.8333333333333334,1.3333333333333333,2.1666666666666665,79.68,63.35,1,1
Leicester,Aston Villa,4,0,H,28,27,54,34,28,52,50,25,1.9285714285714286,1.2592592592592593,1.0,1.9259259259259258,1.7857142857142858,0.9259259259259259,1.1666666666666667,1.1666666666666667,1.1666666666666667,2.5,0.8333333333333334,0.6666666666666666,46.69230769230769,49.63636363636363,0,0
Aston Villa,Sheffield United,0,0,D,28,28,34,30,56,25,25,43,1.2142857142857142,1.0714285714285714,2.0,0.8928571428571429,0.8928571428571429,1.5357142857142858,1.0,1.0,2.1666666666666665,0.6666666666666666,0.6666666666666666,1.8333333333333333,49.63636363636363,38.0,0,0
Man City,Arsenal,3,0,H,28,28,68,40,31,36,57,40,2.4285714285714284,1.4285714285714286,1.1071428571428572,1.2857142857142858,2.0357142857142856,1.4285714285714286,1.0,1.8333333333333333,1.0,0.8333333333333334,1.6666666666666667,2.0,63.35,73.12,1,1
Norwich,Southampton,0,3,A,29,29,25,35,52,52,21,34,0.8620689655172413,1.206896551724138,1.793103448275862,1.793103448275862,0.7241379310344828,1.1724137931034482,0.3333333333333333,1.0,1.1666666666666667,1.6666666666666667,0.6666666666666666,1.0,39.0,46.388888888888886,0,0
Tottenham,Man United,1,1,D,29,29,47,44,40,30,41,45,1.6206896551724137,1.5172413793103448,1.3793103448275863,1.0344827586206897,1.4137931034482758,1.5517241379310345,1.8333333333333333,1.3333333333333333,1.5,0.5,1.6666666666666667,1.8333333333333333,59.64,79.68,1,1
Watford,Leicester,1,1,D,29,29,27,58,44,28,27,53,0.9310344827586207,2.0,1.5172413793103448,0.9655172413793104,0.9310344827586207,1.8275862068965518,1.1666666666666667,1.6666666666666667,1.6666666666666667,0.8333333333333334,0.6666666666666666,1.3333333333333333,38.0,46.69230769230769,0,0
Brighton,Arsenal,2,1,H,29,29,32,40,40,39,29,40,1.103448275862069,1.3793103448275863,1.3793103448275863,1.3448275862068966,1.0,1.3793103448275863,1.0,1.6666666666666667,1.5,1.1666666666666667,0.6666666666666666,1.8333333333333333,38.0,73.12,0,1
West Ham,Wolves,0,2,A,29,29,35,41,50,34,27,43,1.206896551724138,1.4137931034482758,1.7241379310344827,1.1724137931034482,0.9310344827586207,1.4827586206896552,1.3333333333333333,1.1666666666666667,2.0,0.6666666666666666,0.6666666666666666,1.5,47.54545454545455,38.6,0,0
Bournemouth,Crystal Palace,0,2,A,29,29,29,26,47,32,27,39,1.0,0.896551724137931,1.6206896551724137,1.103448275862069,0.9310344827586207,1.3448275862068966,1.5,0.6666666666666666,1.8333333333333333,1.0,1.1666666666666667,1.5,44.25,42.22222222222222,0,0
Newcastle,Sheffield United,3,0,H,29,29,25,30,41,25,35,44,0.8620689655172413,1.0344827586206897,1.4137931034482758,0.8620689655172413,1.206896551724138,1.5172413793103448,0.5,0.8333333333333334,1.1666666666666667,0.5,1.0,1.8333333333333333,51.95652173913044,38.0,0,0
Aston Villa,Chelsea,1,2,A,29,29,34,51,56,39,26,48,1.1724137931034482,1.7586206896551724,1.9310344827586208,1.3448275862068966,0.896551724137931,1.6551724137931034,0.8333333333333334,2.0,2.0,1.5,0.6666666666666666,1.5,49.63636363636363,72.96,0,1
Everton,Liverpool,0,0,D,29,29,37,66,46,21,37,82,1.2758620689655173,2.2758620689655173,1.5862068965517242,0.7241379310344828,1.2758620689655173,2.8275862068965516,1.8333333333333333,2.0,2.1666666666666665,1.0,1.3333333333333333,2.5,53.2,69.2,0,1
Man City,Burnley,5,0,H,29,29,71,34,31,40,60,39,2.4482758620689653,1.1724137931034482,1.0689655172413792,1.3793103448275863,2.0689655172413794,1.3448275862068966,1.1666666666666667,1.3333333333333333,0.6666666666666666,0.3333333333333333,2.0,2.0,63.35,39.4,1,0
Leicester,Brighton,0,0,D,30,30,59,34,29,41,54,32,1.9666666666666666,1.1333333333333333,0.9666666666666667,1.3666666666666667,1.8,1.0666666666666667,1.1666666666666667,1.1666666666666667,0.8333333333333334,1.1666666666666667,1.0,1.1666666666666667,46.69230769230769,38.0,0,0
Tottenham,West Ham,2,0,H,30,30,48,35,41,52,42,27,1.6,1.1666666666666667,1.3666666666666667,1.7333333333333334,1.4,0.9,1.6666666666666667,1.3333333333333333,1.5,2.0,1.3333333333333333,0.6666666666666666,59.64,47.54545454545455,1,0
Man United,Sheffield United,3,0,H,30,30,45,30,31,28,46,44,1.5,1.0,1.0333333333333334,0.9333333333333333,1.5333333333333334,1.4666666666666666,1.5,0.8333333333333334,0.3333333333333333,0.8333333333333334,2.0,1.8333333333333333,79.68,38.0,1,0
Newcastle,Aston Villa,1,1,D,30,30,28,35,41,58,38,26,0.9333333333333333,1.1666666666666667,1.3666666666666667,1.9333333333333333,1.2666666666666666,0.8666666666666667,0.6666666666666666,0.6666666666666666,0.8333333333333334,2.1666666666666665,1.3333333333333333,0.16666666666666666,51.95652173913044,49.63636363636363,0,0
Norwich,Everton,0,1,A,30,30,25,37,55,46,21,38,0.8333333333333334,1.2333333333333334,1.8333333333333333,1.5333333333333334,0.7,1.2666666666666666,0.16666666666666666,1.5,1.3333333333333333,1.8333333333333333,0.6666666666666666,1.3333333333333333,39.0,53.2,0,0
Wolves,Bournemouth,1,0,H,30,30,43,29,34,49,46,27,1.4333333333333333,0.9666666666666667,1.1333333333333333,1.6333333333333333,1.5333333333333334,0.9,1.3333333333333333,1.0,0.3333333333333333,2.0,2.0,0.6666666666666666,38.6,44.25,0,0
Liverpool,Crystal Palace,4,0,H,30,30,66,28,21,32,83,42,2.2,0.9333333333333333,0.7,1.0666666666666667,2.7666666666666666,1.4,1.6666666666666667,1.0,1.0,0.6666666666666666,2.1666666666666665,2.0,69.2,42.22222222222222,1,0
Burnley,Watford,1,0,H,30,30,34,28,45,45,39,28,1.1333333333333333,0.9333333333333333,1.5,1.5,1.3,0.9333333333333333,1.0,1.1666666666666667,1.1666666666666667,1.5,1.5,0.8333333333333334,39.4,38.0,0,0
Southampton,Arsenal,0,2,A,30,30,38,41,52,41,37,40,1.2666666666666666,1.3666666666666667,1.7333333333333334,1.3666666666666667,1.2333333333333334,1.3333333333333333,1.1666666666666667,1.5,1.6666666666666667,1.1666666666666667,1.0,1.6666666666666667,46.388888888888886,73.12,0,1
Chelsea,Man City,2,1,H,30,30,53,76,40,31,51,63,1.7666666666666666,2.533333333333333,1.3333333333333333,1.0333333333333334,1.7,2.1,2.0,1.8333333333333333,1.3333333333333333,0.6666666666666666,1.8333333333333333,2.0,72.96,63.35,1,1
Aston Villa,Wolves,0,1,A,31,31,36,44,59,34,27,49,1.1612903225806452,1.4193548387096775,1.903225806451613,1.096774193548387,0.8709677419354839,1.5806451612903225,0.6666666666666666,1.5,2.0,0.3333333333333333,0.3333333333333333,2.3333333333333335,49.63636363636363,38.6,0,0
Watford,Southampton,1,3,A,31,31,28,38,46,54,28,37,0.9032258064516129,1.2258064516129032,1.4838709677419355,1.7419354838709677,0.9032258064516129,1.1935483870967742,0.8333333333333334,1.1666666666666667,1.1666666666666667,1.3333333333333333,0.8333333333333334,1.0,38.0,46.388888888888886,0,0
Crystal Palace,Burnley,0,1,A,31,31,28,35,36,45,42,42,0.9032258064516129,1.1290322580645162,1.1612903225806452,1.4516129032258065,1.3548387096774193,1.3548387096774193,1.0,1.1666666666666667,1.1666666666666667,1.1666666666666667,2.0,1.8333333333333333,42.22222222222222,39.4,0,0
Brighton,Man United,0,3,A,31,31,34,48,41,31,33,49,1.096774193548387,1.5483870967741935,1.3225806451612903,1.0,1.064516129032258,1.5806451612903225,0.6666666666666666,2.0,0.6666666666666666,0.3333333333333333,1.1666666666666667,2.3333333333333335,38.0,79.68,0,1
Arsenal,Norwich,4,0,H,31,31,43,25,41,56,43,21,1.3870967741935485,0.8064516129032258,1.3225806451612903,1.8064516129032258,1.3870967741935485,0.6774193548387096,1.8333333333333333,0.16666666666666666,1.1666666666666667,1.5,2.0,0.5,73.12,39.0,1,0
